50
3
0 303.069873 770.978227
1 19.243660 830.811317
2 44.381217 893.048207
3 683.571129 515.563651
4 775.789587 385.564949
5 234.928769 665.849293
6 940.835246 711.918214
7 308.361858 788.392231
8 835.034929 389.582250
9 70.521405 749.944039
10 467.746003 546.130323
11 185.986757 714.753441
12 105.916653 700.691226
13 586.338943 412.351355
14 108.883018 185.917318
15 202.415416 284.022057
16 461.226399 899.947707
17 133.653826 471.369461
18 489.805016 883.514204
19 823.158692 56.677562
20 611.426396 554.252081
21 683.101814 442.301972
22 599.227829 298.441073
23 272.293306 265.119800
24 778.684520 519.816961
25 566.237184 782.102996
26 768.265634 175.757230
27 79.711714 234.370162
28 865.111031 293.059304
29 602.891254 299.610714
30 942.702226 948.692848
31 94.253257 376.563976
32 775.353246 725.323017
33 836.990136 110.275426
34 33.448178 707.064100
35 310.372813 263.140854
36 803.704268 667.838434
37 353.488548 764.288581
38 380.340284 222.878484
39 106.003458 528.638965
40 245.882270 363.324778
41 899.075219 427.018965
42 614.439584 974.536085
43 739.269153 609.999597
44 645.636325 650.642075
45 279.306924 240.662099
46 453.984210 361.033566
47 201.703756 575.288241
48 336.335223 298.898468
49 754.826646 246.009496
86
0 5
0 7
0 11
0 37
1 2
1 9
3 20
3 21
3 24
3 43
4 8
4 21
4 24
4 29
4 49
5 10
5 11
5 47
6 30
6 36
6 41
7 37
8 24
8 28
8 41
9 12
9 34
10 13
10 20
10 25
10 37
10 46
10 47
11 12
12 34
12 39
12 47
13 20
13 21
13 29
13 46
14 15
14 27
15 23
15 27
15 31
15 40
16 18
16 37
17 31
17 39
17 40
18 25
18 42
19 33
20 44
22 29
22 46
23 35
23 40
23 45
24 41
24 43
25 37
25 42
25 44
26 33
26 49
27 31
28 49
29 49
30 32
30 42
31 40
32 36
32 44
35 38
35 45
35 48
36 43
38 46
38 48
39 47
40 48
43 44
46 48
