20
3
0 911.320363 544.400708
1 916.322941 381.178880
2 91.972880 870.404961
3 796.233832 803.273087
4 899.434430 633.155687
5 896.547930 456.503833
6 371.715474 316.896236
7 997.599848 926.347413
8 374.658168 364.145886
9 331.343598 245.045724
10 894.689658 51.244791
11 96.423442 242.539439
12 463.046338 733.261889
13 325.189419 830.621858
14 613.598849 635.053957
15 243.557603 717.902939
16 449.259474 14.678193
17 953.091129 843.211312
18 846.055441 706.024877
19 734.404712 636.351876
24
0 4
0 5
1 5
1 10
2 13
2 15
3 17
3 18
4 18
6 8
6 9
7 17
8 12
8 14
8 15
9 11
9 16
10 16
12 13
12 14
13 15
14 19
17 18
18 19
