50
4
0 591.521763 838.022224
1 661.546493 889.087288
2 966.174289 158.957404
3 863.260315 338.746674
4 775.874390 803.425385
5 685.357101 706.583328
6 134.504886 661.430307
7 396.343846 310.521979
8 440.519773 635.928992
9 23.731891 439.664174
10 862.599721 602.440907
11 902.227303 969.164559
12 172.491899 614.501059
13 393.339450 804.583588
14 132.339765 825.201339
15 980.295692 517.075140
16 457.285564 510.104463
17 521.251779 836.431931
18 968.854206 523.104097
19 304.138772 505.925267
20 930.604570 494.343766
21 688.089482 371.040239
22 714.759954 88.096234
23 539.238336 473.620989
24 887.006735 678.543755
25 372.790482 353.605280
26 516.376284 872.689157
27 98.607452 722.441075
28 18.102168 412.166606
29 534.158455 165.442420
30 119.570847 119.509620
31 396.537333 554.755775
32 602.961061 719.473593
33 314.347486 410.271816
34 322.893203 562.298631
35 510.608456 532.732282
36 623.387110 503.337722
37 199.438765 851.444822
38 685.652337 452.264417
39 412.122277 578.433472
40 526.712992 395.113352
41 922.266000 441.516365
42 338.594048 13.695450
43 175.109266 980.715672
44 608.774054 379.469492
45 642.645572 635.569980
46 994.834955 582.740170
47 824.070173 625.332249
48 239.716438 573.092285
49 190.167726 429.701359
87
0 1
0 17
0 32
1 4
2 3
2 22
3 21
3 22
3 41
4 5
4 11
4 24
4 47
5 32
5 45
5 47
6 12
6 27
7 25
7 29
7 30
7 40
7 42
8 13
8 17
8 32
8 35
8 39
8 45
9 12
9 28
9 49
10 18
10 20
10 24
10 46
10 47
12 48
13 17
13 37
14 27
14 37
15 18
16 25
16 31
16 33
16 35
17 26
18 20
18 46
19 33
19 34
19 48
19 49
20 41
21 22
21 38
21 44
22 29
23 35
23 36
23 40
24 46
24 47
25 33
25 40
28 30
29 40
29 42
29 44
30 42
30 49
31 34
31 39
32 45
33 49
34 48
35 45
36 38
36 44
36 45
37 43
38 41
38 44
38 47
40 44
48 49
