序号,经度,纬度
1,113.5446709512195,22.22382551219512
2,113.56273893865601,22.22465519899409
3,113.55914999274056,22.228999417639603
4,113.54828914954174,22.229980383497747
5,113.493674,22.23021
6,113.567895,22.230836
7,113.542026703055,22.232753368234658
8,113.55649226008923,22.238478916380487
9,113.53151467274864,22.23995194657895
10,113.51383022235541,22.24055241668447
11,113.57571203415972,22.240920406421093
12,113.49292735334996,22.240952844428072
13,113.53928789544328,22.241022219248837
14,113.55092967036859,22.241037749925493
15,113.50129117446188,22.241327669439286
16,113.4783473628013,22.241435852841548
17,113.47484310427356,22.2420686021463
18,113.52476137415356,22.244582715031644
19,113.48283520021087,22.245018354044237
20,113.5489938612966,22.245208277916284
21,113.55513897228964,22.2462612182373
22,113.56845983466054,22.248175370497645
23,113.53605007872835,22.248415823079117
24,113.51420148599342,22.249894118901103
25,113.52837624388336,22.250544948185937
26,113.49371592872049,22.251988004243785
27,113.58528585091392,22.252300534295607
28,113.49980856403452,22.25250953670621
29,113.52288352300712,22.252880493667817
30,113.57839270235878,22.253794112037927
31,113.596090624998,22.254484367893653
32,113.58446372702316,22.257080608403157
33,113.59048694511335,22.257886570537572
34,113.59722569902456,22.258253639538044
35,113.49759839585244,22.259931754658126
36,113.51814733175614,22.260287202203642
37,113.47424835030756,22.260309890630626
38,113.51398039183023,22.260387444568973
39,113.48018905723629,22.260992691596197
40,113.52855390639068,22.261070933240624
41,113.53725682438605,22.26295337287145
42,113.46309547477968,22.263910592566013
43,113.48981125575493,22.26398105238237
44,113.5514969080228,22.264971163742494
45,113.46105164953372,22.266871169533662
46,113.48805146975808,22.26862721774461
47,113.47293000235807,22.2686742382151
48,113.48056681826277,22.268815976019173
49,113.50016769021887,22.270349014757148
50,113.52992411373242,22.271683554183227
51,113.5619897737166,22.272030297429232
52,113.52237335198751,22.272412504175602
53,113.5378704897452,22.2728189832898
54,113.54628831355551,22.27317205346436
55,113.51320244958909,22.273475886348834
56,113.58338356321241,22.274762404896002
57,113.56865900000001,22.274906
58,113.53281582140578,22.276557041565805
59,113.50732414407848,22.277398910676045
60,113.50252405662235,22.2777734306593
61,113.53584887712776,22.277909476560545
62,113.56160894772495,22.278179727957443
63,113.4872751118625,22.278488904722515
64,113.54929,22.279430210526318
65,113.46958175046943,22.27959589324733
66,113.58119779090605,22.279828684011463
67,113.58639570481483,22.28081205732936
68,113.52000957931575,22.281223656022853
69,113.45549659526108,22.281588030286564
70,113.47660516440651,22.281824871698237
71,113.56834951704228,22.282202078782195
72,113.5600786929072,22.28514010913772
73,113.50235305344026,22.285627582341363
74,113.47021469075577,22.28643346052897
75,113.59587899285204,22.287470876046985
76,113.57763794348641,22.28750408103277
77,113.57142966833976,22.2876619976999
78,113.50895624596468,22.288445052120682
79,113.4626222199494,22.288762809819865
80,113.52177382322495,22.28896866271289
81,113.52754694840431,22.29032228234305
82,113.44283700000001,22.294191
83,113.49755360602889,22.29603533522215
84,113.4788657944868,22.296354263534337
85,113.51043011415884,22.29730407941646
86,113.44709868183041,22.29883767938456
87,113.44145886412063,22.298914051871556
88,113.45609179381852,22.300587231852003
89,113.43316999999999,22.303485000000002
90,113.58293442659759,22.30369247923868
91,113.46146441074593,22.308232287908325
